Fp1,Fp2,C3,C4,P7,P8,O1,O2
14434.086016903642,5133.659259517105,-27580.599794459322,-34395.557271904625,-38218.24201562906,-38148.97395956206,-27344.587724755733,-36876.690313421524
14277.176770827386,5182.83309731878,-27512.985767482016,-34294.30386952208,-38416.18906452526,-38057.64473171768,-27402.14346672815,-36860.418243458065
14233.456758672806,5201.385045216685,-27467.6340779822,-34265.939505808296,-38300.18351080221,-38030.24149301547,-27307.774401637842,-36803.71186777495
14385.068641313153,5153.015870215401,-27524.765136809965,-34353.64775105092,-38085.04797041988,-38106.125665441235,-27231.778470489797,-36796.42519908252
14451.47567408987,5128.719523992482,-27572.97784960006,-34398.39594345044,-38171.72803541756,-38134.06534601037,-27310.925997606042,-36849.220019485954
14298.388576315472,5161.598940086239,-27527.335587422323,-34327.16093387138,-38397.994744538635,-38074.050912147875,-27398.030745748372,-36866.274400505354
14208.981598494245,5181.804917073836,-27475.971278664027,-34284.4914537062,-38342.36125258938,-38035.225932029,-27331.623712971654,-36823.69432731799
14345.75192281627,5149.104314935722,-27518.149020451194,-34348.41744284838,-38109.21020617607,-38099.82247350484,-27238.461642081937,-36803.26483288584
14439.986877439844,5112.045122628823,-27589.764009685998,-34415.62913842549,-38143.944817059615,-38158.428747466656,-27302.521741690845,-36852.371615454154
14320.270934137217,5143.0246404438785,-27552.235430745535,-34350.809079505096,-38379.755721063106,-38096.87204323674,-27403.775144073385,-36878.83608088924
14210.032130483643,5188.8680683217135,-27479.256985098957,-34277.07067454704,-38376.64882858382,-38036.09765006276,-27354.22132661597,-36833.082059989225
14316.225268390808,5162.157733697622,-27508.381308124222,-34326.04334664862,-38141.82140133636,-38070.541688268386,-27247.24587765287,-36795.91110896005
14448.301726377216,5119.82352969927,-27578.476378736068,-34402.396905707945,-38106.81856951935,-38140.3014827134,-27278.940651290497,-36829.34931866519
14348.232966450807,5130.239442615443,-27568.865128620284,-34368.46695762479,-38346.2504561246,-38119.268491180956,-27398.522484126388,-36872.577592441754
14209.652150827904,5175.948760026546,-27486.14132239119,-34276.60128791348,-38403.73914286365,-38032.56607443882,-27377.5118443384,-36833.5961501117
14282.720003452303,5162.381251142175,-27492.2880521164,-34307.960785384275,-38177.47243374258,-38050.91685663663,-27263.875575527618,-36791.060780413245
14433.080188403153,5116.068436630779,-27569.110997809294,-34397.501873672234,-38086.701999509576,-38135.4511541666,-27269.821139552732,-36829.10344947618
14376.977309820333,5122.6622012450935,-27572.664925177687,-34380.46984439729,-38298.95416485717,-38122.21892144906,-27382.585690329754,-36871.191784285526
14214.144851463421,5165.108163965722,-27502.994537710496,-34292.76159915466,-38423.520436706596,-38044.90423737815,-27396.399068403134,-36847.275417718345
14247.873633846479,5160.995442985945,-27492.600976538775,-34301.590538214514,-38226.869788988806,-38048.726385680005,-27282.472226914433,-36798.52626306132
14411.264885814773,5117.878927931658,-27566.093512307827,-34396.76426610521,-38082.76809248544,-38142.335491458834,-27256.432444624003,-36827.78469655332
14397.630321697035,5114.704980219005,-27589.808713174905,-34408.65539415543,-38266.14180399678,-38144.45890718209,-27365.5089575659,-36877.897307622115
14235.624877884971,5164.437611632063,-27515.846790772295,-34311.96174764178,-38433.17639031129,-38057.398862528666,-27399.952995771528,-36852.796298598805
14233.546165650627,5177.513382138417,-27479.033467654404,-34294.75090441119,-38267.21468773064,-38029.19096102607,-27286.227319982925,-36792.178367636014
14401.497173487804,5137.8613874747025,-27539.22671547255,-34389.812873579605,-38068.41827254513,-38106.84092126381,-27221.519019784813,-36800.7390857624
14433.750740736812,5129.837111215247,-27573.49193972253,-34400.42995219588,-38203.646326499744,-38147.18582000564,-27316.804506397788,-36862.13932778112
14278.87550340599,5177.312216438319,-27511.354090136778,-34309.68186970733,-38412.45632320122,-38071.100481879774,-27380.194053673036,-36864.66507490457
14229.589906882038,5197.2052690035425,-27464.303668058357,-34273.78496811211,-38302.82101664794,-38022.39603071166,-27289.423619440036,-36816.00532722537
14378.407821465473,5156.659204561616,-27523.647549587196,-34366.50000411272,-38085.3385430978,-38103.53286308442,-27215.841676693166,-36822.42027788404
14448.368781610583,5128.451303059019,-27580.912718881693,-34418.266644271214,-38172.35388426231,-38155.38891022073,-27296.21854975445,-36876.265630276874
14309.54209679867,5168.63973958966,-27527.760270566974,-34331.67598625136,-38398.30766896101,-38085.45030182008,-27375.164911170592,-36879.506633222896
14226.684180102848,5207.867051108725,-27464.638944225186,-34273.51674717865,-38341.13190664434,-38025.41351621312,-27296.978509065928,-36820.90035926108
14364.214463736353,5184.732995597482,-27499.4406103421,-34332.480649051744,-38098.03433394842,-38078.96829592804,-27190.472446736392,-36795.41937058203
14459.745819538335,5138.554291552817,-27578.923413625173,-34413.95275759134,-38126.53280812893,-38143.98952054853,-27253.414959122536,-36851.56695265376
14332.519690098727,5158.357937140219,-27556.996352314516,-34358.96746623128,-38375.911221016795,-38101.521206083446,-27362.871451720173,-36886.32391528176
14220.492746888727,5204.246068506965,-27478.497025787477,-34285.7431513957,-38378.88400302935,-38032.320205249816,-27313.36233775167,-36842.35803393817
14320.963838215333,5174.182972214577,-27505.25206390048,-34340.08024216655,-38142.84958158131,-38073.5368220254,-27208.19738008945,-36821.14622845009
14450.492197333837,5126.2384803579425,-27582.454989249112,-34423.4746007293,-38105.857444507776,-38128.991500019016,-27239.10984267114,-36860.88763009162
14358.872396811534,5143.15875091061,-27571.994372844027,-34389.119969501495,-38337.86855195386,-38101.70002003908,-27351.18148937005,-36893.25295606291
14208.936895005334,5180.776736828892,-27504.67091854464,-34306.86554990596,-38411.003459811625,-38031.20261802705,-27342.106681121193,-36864.262743504376
14288.039718632666,5179.435632161574,-27496.601938796277,-34332.07831765155,-38176.533660475456,-38040.478591976,-27219.552066272747,-36818.48637085991
14433.23665061434,5127.53488153635,-27575.59300370133,-34429.598978710055,-38073.559173769856,-38124.00706100548,-27217.741574971864,-36849.55529565278
14372.976347562832,5123.48921578994,-27589.78636143045,-34418.80308613814,-38294.327353754925,-38119.2461394365,-27341.88316367664,-36907.40161030312
14209.585095594537,5171.389004157663,-27514.036299471416,-34328.993776916715,-38418.200721526235,-38045.15010656716,-27353.483719048945,-36881.2053658015
14248.141854779942,5182.251951962942,-27480.15105487717,-34316.23093083274,-38207.490826546054,-38017.59040565377,-27223.03893840777,-36805.99174570939
14403.642940955513,5130.753532737915,-27552.458948190088,-34409.884740100475,-38056.05775786135,-38098.436665348614,-27193.28876653776,-36821.90618776157
14388.913141359466,5119.86823318818,-27582.36558227129,-34426.35797576403,-38236.771611782504,-38116.58628184632,-27307.997919082394,-36886.34626702622
14219.263400943686,5158.73791679596,-27515.243293672003,-34339.61085553299,-38411.897529589834,-38046.62532170121,-27355.495376049923,-36879.81955764527
14208.154583949397,5171.389004157663,-27477.312383331348,-34317.50498026669,-38255.43531840269,-38009.11909450521,-27249.14577593157,-36820.40862088306
14364.08035326962,5128.026619914368,-27547.809785343386,-34410.08590580057,-38065.82547018832,-38089.272450121935,-27199.927234640985,-36834.08788848971
14390.142487304509,5104.311419047287,-27598.905873168216,-34452.733034221295,-38203.19929161064,-38133.50655239899,-27304.756916136375,-36896.896290409124
14231.512156905193,5144.030468944367,-27541.908924807183,-34366.120024456985,-38419.16184653781,-38062.60681898675,-27377.914175738595,-36895.66694446409
14182.830057481535,5169.891437279158,-27485.873101457728,-34318.600215745,-38309.794760918,-38014.52821666339,-27284.640346126598,-36833.12676347813
14332.542041843182,5131.44643681603,-27537.617389871764,-34402.93334757487,-38085.15972914216,-38086.43377857611,-27204.57639748769,-36824.677804074025
14394.165801306464,5093.806099153292,-27596.26836732249,-34441.95949339384,-38163.90492485821,-38126.44340115111,-27284.707401359967,-36878.50080472241
14237.413017441395,5108.58060223825,-27557.97982907055,-34371.55149835962,-38398.10650326091,-38068.57473475632,-27381.199882173525,-36899.64555497713
14144.876795396423,5137.637870030149,-27488.77882823692,-34306.66438420587,-38347.368043347364,-38008.38148693818,-27311.797715639797,-36843.78854558332
14270.940634124356,5110.704017961504,-27516.562046594867,-34361.62732382146,-38099.755418271474,-38053.487307248986,-27198.876702651585,-36799.71090551745
14339.292268668685,5035.71391531395,-27608.360661072813,-34462.634857015,-38131.427840164644,-38153.3549014753,-27271.76574132034,-36866.76613888337
14196.442269854817,5039.290194426799,-27586.4112480177,-34401.16755976291,-38377.83347103995,-38093.94396471309,-27383.94914674153,-36902.6630404786
14069.707878793226,5073.063680298767,-27502.793372010397,-34308.6983929513,-38382.21441295319,-38010.504902661436,-27331.31078854928,-36844.16852523905
14138.618306948938,5023.711028541449,-27524.005177498482,-34360.263867409696,-38142.491953670025,-38064.35025505427,-27219.261493594826,-36814.77598128033
14247.20308151282,4958.913321365514,-27596.447181278134,-34448.93323766389,-38094.815682746856,-38117.390944646715,-27245.23422065189,-36855.947894567005
14131.152824300865,4946.128123537079,-27588.713477696598,-34405.973184820796,-38324.88218842533,-38095.48623508051,-27355.04834116082,-36893.05179036281
13963.268871697053,4973.441955261464,-27509.76711628045,-34308.161951084374,-38399.3134974615,-38011.01899278391,-27337.41281478558,-36840.86046705967
14019.43880551324,4954.666489919006,-27507.95662497957,-34338.6050270325,-38173.22560229607,-38027.04519355836,-27218.56858951671,-36794.12296940362
14155.784446690614,4889.06411994268,-27588.847588163328,-34440.68544395989,-38069.75937721245,-38118.642642336206,-27217.160429616026,-36833.774964067336
14085.488210378673,4876.435384325431,-27598.637652234753,-34424.5251327187,-38281.40804545976,-38107.98086023103,-27329.902628648597,-36877.897307622115
13929.003647447069,4933.052353030724,-27516.047956472394,-34318.22023608926,-38408.72358187719,-38020.00439405494,-27339.64798923111,-36849.06355727477
13941.051237708478,4919.9095272910035,-27506.012023211963,-34337.17451538736,-38221.974756953095,-38037.79638264136,-27234.684197268987,-36805.96939396494
14089.93620752528,4858.352823061088,-27580.376277014766,-34437.75736543624,-38068.932362667605,-38115.20047369009,-27207.079792866683,-36825.68363257452
14079.45323937574,4842.170160075446,-27612.160457630212,-34440.372519537515,-38246.13699270928,-38119.201435947594,-27322.012462855873,-36884.42401700306
13905.46726053563,4874.11080290208,-27553.241259246024,-34365.985913990255,-38436.730317679685,-38056.43773751709,-27378.540024583344,-36883.14996756911
13883.048460846956,4880.592808794118,-27512.494029104,-34343.23183813475,-38284.738455383595,-38027.73809763647,-27274.58206112171,-36821.257987172365
14045.366829081397,4837.319831528644,-27577.40349500221,-34435.49983924626,-38083.70686575257,-38107.310307897365,-27215.886380182073,-36819.53690284931
14075.765201540615,4814.364589973044,-27628.521934571498,-34462.99248492628,-38216.07389641689,-38142.760174603485,-27318.547942465302,-36888.91671763858
13913.022150161523,4853.77071544775,-27573.13431181125,-34380.380437419466,-38427.83432338647,-38071.033426646405,-27388.03951597685,-36892.1577205846
13855.153483766733,4886.448965841409,-27516.91967450615,-34336.056928164595,-38325.3962785478,-38015.310527719324,-27295.503293931877,-36815.446533613984
14004.731357661649,4853.301328814188,-27570.854433876808,-34415.91971110341,-38099.911880482665,-38090.43474083361,-27215.86402843762,-36806.19291140949
14080.660233576327,4824.266412766745,-27644.503431857043,-34482.88553749151,-38182.59098322284,-38151.09737528532,-27307.93086384903,-36880.64657219012
13952.785903547516,4870.378061578043,-27597.721230712086,-34410.309423245126,-38415.764381380606,-38090.30063036688,-27401.763487072407,-36902.864206178696
13871.045574074456,4916.35559992261,-27518.730165807032,-34327.0044716602,-38361.6061045654,-38018.19390275406,-27322.660663445076,-36831.472734388444
13999.568104692473,4878.335282604133,-27561.198480272113,-34404.67678364239,-38125.19170346161,-38080.97995292902,-27228.693929754965,-36812.27258590133
14117.98764681669,4840.091447841102,-27633.618132307307,-34485.83596775961,-38137.97690129005,-38150.382119462745,-27286.070857771738,-36865.805013871795
14010.878087386858,4870.221599366856,-27611.154629129724,-34427.855542642545,-38384.784863565554,-38106.77386603044,-27397.89663528164,-36897.0080491314
13904.103804123855,4934.9969547983355,-27527.26853218896,-34331.430117062344,-38398.151206749826,-38026.73226913599,-27350.13095738065,-36840.39108042611
14020.422282269274,4938.573233911185,-27539.11495675027,-34379.553422874626,-38156.037110809935,-38071.4357580466,-27235.086528669184,-36807.75753352136
14174.828132966535,4909.605373097107,-27604.426754048676,-34455.4822987893,-38095.285069380414,-38122.82241854935,-27251.82798526621,-36843.02858627184
14103.906047809845,4930.861882074104,-27606.46076279411,-34431.43182175539,-38337.82384846495,-38116.63098533523,-27377.578899571767,-36894.169377585575
13969.236787466622,4990.004597902846,-27525.21217169907,-34335.431079319846,-38420.83822737196,-38046.781783912396,-27368.817015745284,-36859.16654576857
14041.231756357165,4991.502164781352,-27514.90801750517,-34354.452413851315,-38193.52098626149,-38049.642807202676,-27245.658903796542,-36799.66620202854
14209.898020016912,4959.3603562546205,-27581.94089912664,-34439.880781159496,-38076.59901101578,-38115.848674279296,-27229.967979188918,-36815.80416152527
14168.837865452513,4960.7685161553045,-27605.499637782534,-34439.05376661465,-38292.62862117632,-38120.98957550402,-27356.50120455041,-36883.06056059129
14021.428110769762,5020.358266873153,-27530.867163046263,-34339.56615204408,-38429.28718677607,-38047.2288188015,-27380.52932983987,-36878.791377400325
14052.49703556264,5038.709049070961,-27504.179180166626,-34331.54187578462,-38238.55975133893,-38033.01310932793,-27262.15449120456,-36813.56898707974
14228.025284770167,5004.287362609788,-27568.21692803108,-34420.3230047611,-38071.99455165798,-38098.01198220396,-27215.23817959287,-36796.648716527074
14235.021380784678,4999.951124185458,-27600.02346039098,-34438.04793811416,-38242.605417085346,-38116.45217137959,-27325.298169290803,-36855.38910095562
14079.83321903148,5054.578787634228,-27532.96822702506,-34335.09580315302,-38425.80031464104,-38042.40084199916,-27374.31554488129,-36848.3483014522
14067.875035747891,5080.506811202385,-27490.589319537798,-34311.17943658584,-38279.508147181055,-38013.835312585274,-27270.625802353123,-36791.843091469185
14236.29543021863,5045.8169038077485,-27552.146023767713,-34403.84976909754,-38076.82252846033,-38095.19566240259,-27210.454906279436,-36795.97816419342
14284.239922075263,5025.722685542427,-27602.996242403537,-34447.30156031866,-38199.55595726442,-38139.80974433538,-27309.048451071794,-36860.23942950242
14141.479330239217,5078.785726879326,-27542.579477140844,-34359.0121697202,-38415.07147730249,-38067.16657485564,-27380.842254262243,-36866.073234805255
14083.811829544526,5112.0898261177335,-27491.595148038286,-34314.97923314324,-38323.406973291276,-38029.34742323726,-27298.856055600176,-36815.446533613984
14244.67733438937,5091.034482840834,-27532.63295085823,-34389.63405962397,-38089.60772628876,-38084.95856344206,-27209.42672603449,-36798.66037352805
