Fp1,Fp2,C3,C4,P7,P8,O1,O2
15814.619161441227,5184.330664197286,-22827.635446505006,-30985.41867559179,-34203.6228422669,-34413.88570235798,-20574.400791454413,-28765.041084890498
15828.812519170348,5165.443440132552,-22867.600365591094,-31014.498295128145,-34236.34579614947,-34434.40460376794,-20598.205399299313,-28736.900238621267
15811.311103261842,5217.053618079855,-22851.864737494558,-30967.26905909408,-34387.98003053427,-34381.766245575694,-20657.214004661324,-28662.58068830737
15790.12164951821,5242.512255014451,-22811.966873641835,-30932.623855188354,-34376.22301295078,-34369.204565191816,-20644.451158577343,-28683.25605192853
15807.533658448894,5197.31702772582,-22822.874524936025,-30975.852128964918,-34229.59556932397,-34418.71367916032,-20588.4600387168,-28764.705808723666
15834.84749017328,5172.461887891518,-22865.454598123386,-31014.61005385042,-34240.4808688737,-34449.7826039532,-20608.621312215488,-28760.995419144085
15821.928181878113,5217.075969824311,-22851.66357179446,-30971.98527717415,-34366.07532096807,-34386.23659446676,-20650.55318481364,-28668.146272676742
15785.964225049524,5241.327612558319,-22814.112641109543,-30934.479049978145,-34381.363914175505,-34354.74298652923,-20642.864184721016,-28668.548604076936
15796.26837924342,5203.441405706573,-22818.42652778942,-30967.69374223873,-34246.381729409906,-34412.99163257976,-20593.310367263603,-28761.576564499923
15821.45879524455,5164.616425587706,-22866.929813257437,-31014.587702105964,-34212.34002260447,-34461.964304681336,-20591.946910851828,-28785.40352408928
15810.238219527988,5189.292751466364,-22876.2504906953,-30999.61203332091,-34350.65261729391,-34420.68063267239,-20655.2246994048,-28696.041249756963
15785.740707604971,5234.51033049945,-22827.501336038273,-30949.633532718843,-34396.33958296056,-34371.2609256817,-20649.74852201325,-28655.405778337215
15785.181913993589,5200.379216716196,-22828.641275005495,-30980.6130505339,-34280.24462225969,-34409.750629633745,-20608.956588382316,-28746.332674781406
15815.624989941716,5158.603806329227,-22874.238833694322,-31032.357338947935,-34214.08345867199,-34450.52021152022,-20598.160695810402,-28771.433683804713
15819.022455098922,5183.347187441253,-22882.844255309614,-31015.437068395266,-34320.120134367964,-34433.5775892231,-20637.61152477402,-28701.91975854871
15784.444306426563,5221.836891393291,-22841.00178968928,-30960.09414912393,-34416.41144948143,-34369.98687624775,-20669.596871089565,-28661.843080740346
15782.231483725487,5209.476376709506,-22819.812335945648,-30956.763739200087,-34306.84319816151,-34375.4630536393,-20627.575591513585,-28729.390052484283
15806.259609014942,5160.995442985945,-22862.303002155186,-31009.312690414514,-34208.49552255816,-34441.51245850473,-20603.145134823935,-28785.18000664473
15813.255705029453,5170.651396590638,-22879.379734919043,-31005.37878339038,-34290.124093308936,-34419.33952800507,-20640.2713823642,-28715.48726743308
15795.21784725402,5227.760103673948,-22836.53144079822,-30946.37017802837,-34396.0713620271,-34352.39605336142,-20663.2266239198,-28650.801318979422
15784.310195959832,5217.523004713417,-22812.27979806421,-30945.69962569471,-34324.54577977011,-34369.85276578102,-20631.867126449004,-28707.708860362633
15804.024434569412,5161.978919741979,-22847.1932229034,-31007.926882258285,-34204.91924344531,-34439.2772840592,-20589.06353581709,-28777.535710041015
15808.494783460474,5151.808876014814,-22880.38556341953,-31025.71887084471,-34272.846194844984,-34450.11788012003,-20617.003216386227,-28733.078090319406
15785.539541904873,5205.1848417740875,-22851.28359213872,-30970.75593122911,-34404.94500457585,-34382.548556631635,-20669.149836200457,-28666.82751975388
15781.091544758267,5229.615298463738,-22807.965911384334,-30946.16901232827,-34353.37953011746,-34374.926611772375,-20648.385065601477,-28702.63501437128
15803.823268869313,5172.663053591616,-22838.699560010384,-30998.76266703161,-34214.93282496129,-34436.99740612476,-20589.801143384117,-28773.22182336114
15826.331475535808,5160.771925541392,-22875.53523487273,-31024.981263277685,-34253.355473679956,-34441.49010676028,-20612.93519889536,-28760.704846466168
15814.485050974496,5220.495786725973,-22843.773406001736,-30969.437178306245,-34393.70207711483,-34381.83330080906,-20667.696972810863,-28687.14525546375
15795.396661209663,5238.220720079032,-22804.0320043602,-30935.50723022309,-34369.45043438082,-34355.41353886289,-20625.340417068055,-28684.463046129116
15806.885457859691,5188.64455087716,-22823.52272552523,-30983.585832546454,-34233.1271449479,-34415.85265587004,-20563.6048988825,-28766.628058746825
15819.693007432583,5148.858445746714,-22871.958955759877,-31027.507010401132,-34236.14463044937,-34438.20440032535,-20568.87991057395,-28765.666933735247
15811.020530583923,5193.047844534855,-22861.47598761034,-30994.292318140546,-34360.9120679989,-34391.44455092485,-20625.876858934982,-28691.280328187982
15788.802896595347,5230.621126964227,-22815.252580076765,-30941.899829137306,-34398.70886787282,-34348.283332381645,-20630.257800848223,-28683.121941461795
15792.133306519188,5187.258742720931,-22824.41679530344,-30979.60722203341,-34272.2874012336,-34403.40273420844,-20584.72729739276,-28783.905957210776
15813.613332940738,5143.337564866253,-22875.1999587059,-31037.498240172656,-34221.66070004233,-34448.79912719716,-20576.770076366673,-28801.139152185817
15814.775623652415,5182.609579874227,-22873.47887438284,-31012.173713704793,-34347.67983528136,-34402.91099583042,-20620.288922821157,-28700.95863353713
15786.947701805557,5229.436484508095,-22832.84340296309,-30965.21269860419,-34413.237501768774,-34348.66331203739,-20637.589173029563,-28674.315354146405
15784.019623281913,5204.447234207062,-22825.020292403733,-30985.97746920317,-34293.02982008813,-34386.43776016686,-20591.54457945163,-28755.273372563526
15812.786318395893,5160.548408096839,-22859.08435095362,-31037.00650179464,-34211.46830457071,-34439.85842941504,-20556.854672056994,-28794.947718971696
15812.406338740151,5176.172277471099,-22872.897729027,-31025.09302199996,-34320.2989483236,-34408.275414499694,-20592.304538763114,-28708.513523163027
15791.038071040879,5229.280022296908,-22833.558658785663,-30964.43038754826,-34411.60582442353,-34325.21633210377,-20627.79910895814,-28643.067615397886
15781.35976569173,5209.252859264953,-22824.729719725816,-30982.021210434585,-34322.1988466023,-34359.123928442474,-20595.053803331113,-28722.371604725315
15798.794126366869,5145.438628845051,-22867.1980341909,-31043.823783853506,-34215.29045287257,-34416.34439424806,-20544.851785284496,-28771.970125671643
15804.002082824956,5144.92453872258,-22897.663461883483,-31052.20568802425,-34294.54973871109,-34404.5203214312,-20591.45517247381,-28714.213217999128
15770.116838230711,5195.752405613948,-22871.891900526512,-31002.85303626693,-34422.51347571772,-34355.145317929426,-20642.640667276464,-28664.458234841615
15756.035239223867,5199.060463793334,-22833.17867912992,-30990.492521583146,-34330.960730428786,-34364.04131222264,-20596.17139055388,-28714.34732846586
15789.339338462274,5156.413335372607,-22848.914307226456,-31032.782022092586,-34199.06308639802,-34411.829341868084,-20538.660352070376,-28773.758265228065
15796.514248432428,5140.811817742803,-22893.148409503512,-31062.129862562404,-34269.69459887679,-34430.00131011025,-20586.671899160374,-28744.008093358054
15773.715469088016,5186.9905217874675,-22871.936604015424,-31017.00169050714,-34413.10339130204,-34373.116120471495,-20649.90498422444,-28671.54373783395
15761.578471848783,5204.335475484786,-22838.632504777015,-30987.586794803956,-34374.18900420535,-34355.81587026309,-20625.07219613459,-28704.221988227608
15776.040050511367,5149.864274247203,-22872.830673793636,-31041.119222774414,-34245.26414218714,-34413.1257430465,-20577.59709091152,-28787.996326446097
15801.40928046814,5135.402695584619,-22893.1037060146,-31066.39904575337,-34255.14361323638,-34427.09558333106,-20595.992576598237,-28767.030390147018
15792.490934430472,5188.376329943697,-22868.874415025046,-31019.52743763059,-34397.09954227204,-34381.60978336451,-20644.719379510807,-28685.982964752075
15771.815570809315,5220.495786725973,-22825.579086015117,-30976.99206793214,-34388.360010190016,-34346.31637886958,-20640.65136201994,-28699.326956191893
15779.728088346494,5175.680539093082,-22848.489624081805,-31022.723737087697,-34248.818069555535,-34412.56694943511,-20603.435707501856,-28788.421009590747
15806.661940415139,5145.170407911588,-22886.733458844836,-31058.240659027182,-34243.05131948606,-34441.065423615626,-20608.80012617113,-28785.068247922452
15799.978768823,5182.430765918585,-22877.658650595982,-31020.779135320085,-34379.4640158968,-34392.204510236326,-20651.17903365839,-28706.01012778403
15776.21886446701,5226.12842632871,-22836.643199520495,-30969.92891668426,-34418.132533804484,-34352.75368127271,-20658.80097851765,-28699.550473636446
15792.043899541368,5197.451138192551,-22825.512030781752,-30992.526530328578,-34266.23007848622,-34395.93725156036,-20593.735050408253,-28767.11979712484
15820.072987088322,5155.631024316672,-22871.04253423721,-31049.076443800506,-34225.57225532201,-34431.834153155585,-20576.83713160004,-28783.816550232954
15817.860164387246,5188.175164243599,-22875.75875231728,-31029.4739639132,-34355.72646328527,-34405.5708534206,-20642.439501576366,-28718.370642467817
15800.962245579034,5246.200292849576,-22819.320597567632,-30962.575192758468,-34418.758382649234,-34347.34455911453,-20656.051713949648,-28678.76335129301
15798.302387988853,5220.942821615079,-22810.156382340956,-30973.728713241664,-34302.05992484807,-34369.271620425185,-20598.98771035525,-28744.656293947257
15823.559859223351,5175.322911181797,-22852.557641572672,-31025.785926078075,-34219.2243598967,-34416.41144948143,-20570.913919319384,-28785.26941362255
15828.186670325598,5195.707702125037,-22868.740304558316,-31020.354452175434,-34331.161896128884,-34405.79437086515,-20627.575591513585,-28729.658273417746
15810.0817573168,5250.313013829353,-22817.17483009992,-30959.356541556903,-34424.16750480742,-34352.44075685034,-20657.392818616965,-28683.367810650805
15806.170202037121,5239.986507891001,-22794.688975177884,-30956.98725664464,-34320.92479716835,-34350.92083822737,-20610.476507005278,-28731.200543785162
15821.0341120999,5177.178105971588,-22843.438129834907,-31026.635292367377,-34226.086345444484,-34433.33172003409,-20597.624253943475,-28802.100277197394
15828.589001725793,5178.40745191663,-22871.735438315325,-31035.799507594053,-34310.061849363075,-34435.23161831279,-20632.358864827023,-28749.752491683066
15811.355806750753,5230.710533942049,-22835.90559195347,-30972.32055334098,-34439.81372592613,-34357.84987900852,-20664.791246031673,-28667.922755232186
15805.209077025544,5241.9311096586125,-22792.409097243442,-30946.817212917475,-34350.47380333827,-34342.04719567862,-20605.872047647485,-28693.828427055887
15826.376179024719,5192.60080964575,-22813.33033005361,-30995.923995485784,-34201.901757943844,-34403.6709551419,-20548.58452660853,-28754.848689418875
15838.379065797219,5182.564876385317,-22855.79864451869,-31024.981263277685,-34268.82288084303,-34410.68940290087,-20593.153905052415,-28733.279256019505
15811.914600362135,5224.9661356170345,-22839.23600187731,-30981.998858690127,-34411.80699012363,-34363.102538955514,-20652.65424879244,-28674.87414775779
15795.664882143126,5238.667754968137,-22805.306053794153,-30958.306009567503,-34373.384341404955,-34353.98302721775,-20628.402606058433,-28699.841046314366
15812.026359084412,5191.50557416744,-22828.28364709421,-31005.93757700176,-34243.67716833081,-34406.08494354307,-20576.479503688755,-28770.919593682243
15833.416978528141,5166.762193055415,-22862.079484710634,-31040.09104252947,-34257.5352498931,-34426.53678971968,-20587.722431149774,-28753.418177773736
